"SKU","Name","Location ID","Stock Level On Hand","Stock Level Available","Location Stock Warn Level","Location Max. Stock Level","Priority"
"JEFFERSON-2S-PLUSH-BLUE","Jefferson - 2 Seater Sofa - Plush Blue","4174","0","0","0","0","1001"
"JEFFERSON-2S-PLUSH-BLUE","Jefferson - 2 Seater Sofa - Plush Blue","4182","0","0","0","0","1"
"JEFFERSON-2S-KEN-MINK","Jefferson - 2 Seater Sofa - Kensington Mink","4174","0","0","0","0","1001"
"JEFFERSON-2S-KEN-MINK","Jefferson - 2 Seater Sofa - Kensington Mink","4182","0","0","0","0","1"
"JEFFERSON-2S-DEV-JET","Jefferson - 2 Seater Sofa - Devon Jet","4174","0","0","0","0","1001"
"JEFFERSON-2S-DEV-JET","Jefferson - 2 Seater Sofa - Devon Jet","4182","0","0","0","0","1"
"JEFFERSON-2S-DEV-ASH","Jefferson - 2 Seater Sofa - Devon Ash","4174","0","0","0","0","1001"
"JEFFERSON-2S-DEV-ASH","Jefferson - 2 Seater Sofa - Devon Ash","4182","0","0","0","0","1"
"JEFFERSON-2-SEATER-TX-DK-GY","Jefferson - 2 Seater - Textured Dark Grey","","","","","",""
"JEFFERSON-2-SEATER-TQS-VLVT","Jefferson - 2 Seater - Turquoise Velvet","","","","","",""
"JEFFERSON-2-SEATER-ST-LT-GY","Jefferson - 2 Seater - Soft Light Grey","","","","","",""
"JEFFERSON-2-SEATER-PTL-GRN","Jefferson - 2 Seater - Pastel Green","","","","","",""
"JEFFERSON-2-SEATER-NVY-VLVT","Jefferson - 2 Seater - Navy Velvet","","","","","",""
"JEFFERSON-2-SEATER-MAT-BLK","Jefferson - 2 Seater - Matte Black","","","","","",""
"JEFFERSON-2-SEATER-KT-BLK","Jefferson - 2 Seater - Knitted Black","","","","","",""
"JEFFERSON-2-SEATER-KT-BEIGE","Jefferson - 2 Seater - Knitted Beige","","","","","",""
"JEFFERSON-2-SEATER-DK-GY-VT","Jefferson - 2 Seater - Dark Grey Velvet","","","","","",""
"JEFFERSON-2-SEATER-DK-GRY","Jefferson - 2 Seater - Dark Grey","","","","","",""
"JEFFERSON-2-SEATER-BLK-VLVT","Jefferson - 2 Seater - Black Velvet","","","","","",""
"JEFFERSON-2-SEATER-BGE-VLVT","Jefferson - 2 Seater - Beige Velvet","","","","","",""
"JEFFERSON-2-SEATER-BEIGE","Jefferson - 2 Seater - Beige","","","","","",""
"JAVA-6S-SET","Suns Java Six Seater Luxury Outdoor Lounge Set in Matt Grey Aluminium with Solid Teak","","","","","",""
"JAVA-6S-BOX-4-OF-4","Java Coffee Table 140x80","4174","0","0","0","0","1001"
"JAVA-6S-BOX-4-OF-4","Java Coffee Table 140x80","4175","0","0","0","0","4"
"JAVA-6S-BOX-3-OF-4","Java Lounge Corner","4174","0","0","0","0","1001"
"JAVA-6S-BOX-3-OF-4","Java Lounge Corner","4175","0","0","0","0","4"
"JAVA-6S-BOX-2-OF-4","Java 2-Seater Bench","4174","0","0","0","0","1001"
"JAVA-6S-BOX-2-OF-4","Java 2-Seater Bench","4175","0","0","0","0","4"
"JAVA-6S-BOX-1-OF-4","Java 3-Seater Bench","4174","0","0","0","0","1001"
"JAVA-6S-BOX-1-OF-4","Java 3-Seater Bench","4175","0","0","0","0","4"
"JAVA-5S-SET","Suns Java Five Seater Luxury Outdoor Lounge Set in Matt Grey Aluminium with Solid Teak","","","","","",""
"JAVA-5S-BOX-4-OF-4","Java Square Table 71X71","4174","0","0","0","0","1001"
"JAVA-5S-BOX-4-OF-4","Java Square Table 71X71","4175","0","0","0","0","4"
"JAVA-5S-BOX-3-OF-4","Java Lounge Corner w/Cushion","4174","0","0","0","0","1001"
"JAVA-5S-BOX-3-OF-4","Java Lounge Corner w/Cushion","4175","0","0","0","0","4"
"JAVA-5S-BOX-2-OF-4","Java 2-Seater Bench w/Cushions","4174","0","0","0","0","1001"
"JAVA-5S-BOX-2-OF-4","Java 2-Seater Bench w/Cushions","4175","0","0","0","0","4"
"JAVA-5S-BOX-1-OF-4","Java 2-Seater Bench w/Cushions","4174","0","0","0","0","1001"
"JAVA-5S-BOX-1-OF-4","Java 2-Seater Bench w/Cushions","4175","0","0","0","0","4"
"JAIPUR-SUNLOUNGER-PAIR ( 2 BOXES)","Jaipur Sunlounger","","","","","",""
"JAIPUR-SUNLOUNGER-PAIR","JAIPUR-SUNLOUNGER-PAIR","4174","0","0","0","0","1001"
"JAIPUR-SUNLOUNGER-PAIR","JAIPUR-SUNLOUNGER-PAIR","4175","0","0","0","0","4"
"JAIPUR-SUNLOUNGER-PAIR","JAIPUR-SUNLOUNGER-PAIR","3","0","0","0","0","0"
"JAIPUR-LOUNGER-X2","Panama - Twin Sun Lounger Set with Ice Box - Dark Grey","","","","","",""
"JAIPUR-ICE-CUBE","Jaipur Ice Cube","4174","0","0","0","0","1001"
"JAIPUR-ICE-CUBE","Jaipur Ice Cube","4175","17","17","0","0","4"
"JAIPUR-ICE-CUBE","Jaipur Ice Cube","4179","2","2","0","0","5"
"IVY-CHAIRx2","Ivy - Designer Chairs - Set of 2","","","","","",""
"IVY-6S","Ivy - Dining Set - 6 Seats","","","","","",""
"IVY-4S-ROUND","Ivy - Dining Set - 4 Seats","","","","","",""
"IVY-4S","Ivy - Dining Set - 4 Seats","","","","","",""
"IVY DINING CHAIR","Ivy - Stylish Dining Chair","4174","0","0","0","0","1001"
"IVY DINING CHAIR","Ivy - Stylish Dining Chair","4175","0","0","0","0","4"
"ISABELLA-CHAIR-PINK","ISABELLA-CHAIR-PINK","4174","0","0","0","0","1001"
"ISABELLA-CHAIR-PINK","ISABELLA-CHAIR-PINK","4175","0","0","0","0","4"
"ISABELLA-CHAIR-GREY","Isabella - Swivel Chair - Light Grey Velvet","4174","0","0","0","0","1001"
"ISABELLA-CHAIR-GREY","Isabella - Swivel Chair - Light Grey Velvet","4175","0","0","0","0","4"
"ISAAC-TABLE-SET","Isaac Set of Two Wooden Nesting Tables","4174","0","0","0","0","1001"
"ISAAC-TABLE-SET","Isaac Set of Two Wooden Nesting Tables","4175","0","0","0","0","4"
"IPANEMA-URBAN-CHAIR","Ipanema Urban Chair","4174","0","0","0","0","1001"
"IPANEMA-URBAN-CHAIR","Ipanema Urban Chair","4175","0","0","0","0","4"
"IPANEMA-SOFA-TABLE 110x75","Ipanema Sofa Table 110 x 75","4174","0","0","0","0","1001"
"IPANEMA-SOFA-TABLE 110x75","Ipanema Sofa Table 110 x 75","4175","2","2","0","0","4"
"IPANEMA-SOFA-SET","Ipanema Woven Outdoor Sofa Set by Lifestyle Garden","","","","","",""
"IPANEMA-SOFA-CHAIR","Ipanema Sofa Chair","4174","0","0","0","0","1001"
"IPANEMA-SOFA-CHAIR","Ipanema Sofa Chair","4175","0","0","0","0","4"
"IPANEMA-RECT-TABLE 180x95","Ipanema Rectangular Table 180 x 95","4174","0","0","0","0","1001"
"IPANEMA-RECT-TABLE 180x95","Ipanema Rectangular Table 180 x 95","4175","0","0","0","0","4"
"IPANEMA-LOUNGE-SET","Ipanema Woven Corner Outdoor Sofa Set by Lifestyle Garden","","","","","",""
"IPANEMA-DINING-6S","Ipanema Designer 6 Seater Dining Set by Lifestyle Garden","","","","","",""
"IPANEMA-CHAISE-LOUNGE-SET","Ipanema Chaise Lounge Set","4174","0","0","0","0","1001"
"IPANEMA-CHAISE-LOUNGE-SET","Ipanema Chaise Lounge Set","4175","0","0","0","0","4"
"IPANEMA-2.5-SOFA","Ipanema 2.5 Seater Sofa","4174","0","0","0","0","1001"
"IPANEMA-2.5-SOFA","Ipanema 2.5 Seater Sofa","4175","0","0","0","0","4"
"IBZ-01-T","Ibiza - Garden Dining Set - Taupe","","","","","",""
"IBZ-01-G","Ibiza - Garden Dining Set - Green","","","","","",""
"IBZ-01-B","Ibiza - Garden Dining Set - Brown","4175","0","0","0","0","4"
"IBIZA-DELUXE-SET","Ibiza Deluxe White Aluminium 8 Seater Corner Garden Set","","","","","",""
"IBIZA-CORNER-SET-NEW","Ibizia Corner Lounge Setting - New","","","","","",""
"IBIZA-COMPACT-SET","IBIZA-COMPACT-SET","4174","0","0","0","0","1001"
"IBIZA-COMPACT-SET","IBIZA-COMPACT-SET","4175","0","0","0","0","4"
"IBIZA-ARMCHAIR-TAUPE","Ibiza - Stacking Armchair - Taupe","4175","0","0","0","0","4"
"IBIZA-ARMCHAIR-GREEN","Ibiza - Stacking Armchair - Green","4174","0","0","0","0","1001"
"IBIZA-ARMCHAIR-GREEN","Ibiza - Stacking Armchair - Green","4175","0","0","0","0","4"
"Ibiza Corner Lounge Setting","Ibiza Corner Lounge Setting","4174","0","0","0","0","1001"
"Ibiza Corner Lounge Setting","Ibiza Corner Lounge Setting","4175","0","0","0","0","4"
"Ibiza Corner Lounge Setting","Ibiza Corner Lounge Setting","4177","0","0","0","0","1"
"Ibiza Corner Lounge Setting","Ibiza Corner Lounge Setting","3","0","0","0","0","0"
"Ibiza Corner Lounge Setting","Ibiza Corner Lounge Setting","4179","189","188","0","0","1002"
"HYDRA-CHAISE-LOUNGE","Hydra Chaise - Rattan Outdoor Corner Lounge Set - Dark Grey","","","","","",""
"HYDRA-BOX-1-OF-1","Hydra Chaise Lounge Set - Sofa and Coffee Table","4174","0","0","0","0","1001"
"HYDRA-BOX-1-OF-1","Hydra Chaise Lounge Set - Sofa and Coffee Table","4175","0","0","0","0","4"
"HW-VAND-SC-PF","Vandet seat cushion","4174","0","0","0","0","1001"
"HW-VAND-SC-PF","Vandet seat cushion","4175","0","0","0","0","4"
"HW-TALISA-WDLEGS","Talisa wood legs","4174","0","0","0","0","1001"
"HW-TALISA-WDLEGS","Talisa wood legs","4175","0","0","0","0","4"
"HW-TALISA-FIXINGS-PF","Talisa Hardware for the Talisa Dining Chair","4174","0","0","0","0","1001"
"HW-TALISA-FIXINGS-PF","Talisa Hardware for the Talisa Dining Chair","4175","0","0","0","0","4"
"HW-TALI-SW-PF","Talisa screw pack","4174","0","0","0","0","1001"
"HW-TALI-SW-PF","Talisa screw pack","4175","0","0","0","0","4"
"HW-TAL-FEET-PF","Talisa Feet for chairs","4174","0","0","0","0","1001"
"HW-TAL-FEET-PF","Talisa Feet for chairs","4175","0","0","0","0","4"
"HW-SYD-TTOP-T","Sydney table top","4174","0","0","0","0","1001"
"HW-SYD-TTOP-T","Sydney table top","4175","0","0","0","0","4"
"HW-SYD-SEAT-E","Sydney seat of chairs","4174","0","0","0","0","1001"
"HW-SYD-SEAT-E","Sydney seat of chairs","4175","0","0","0","0","4"
"HW-SYD-SCREW-I","Sydney Connector screws I","4174","0","0","0","0","1001"
"HW-SYD-SCREW-I","Sydney Connector screws I","4175","0","0","0","0","4"
"HW-SYD-RTARM-A","Sydney right arm of chair","4174","0","0","0","0","1001"
"HW-SYD-RTARM-A","Sydney right arm of chair","4175","0","0","0","0","4"
"HW-SYD-LFTARM-B","Sydney left arm of chair","4174","0","0","0","0","1001"
"HW-SYD-LFTARM-B","Sydney left arm of chair","4175","0","0","0","0","4"
"HW-SYD-LEG-D","Sydney Leg D","4174","0","0","0","0","1001"
"HW-SYD-LEG-D","Sydney Leg D","4175","0","0","0","0","4"
"HW-SYD-LEG-C","Sydney Leg C","4174","0","0","0","0","1001"
"HW-SYD-LEG-C","Sydney Leg C","4175","0","0","0","0","4"
"HW-SYD-FEET-Z","Sydney feet for chairs","4174","0","0","0","0","1001"
"HW-SYD-FEET-Z","Sydney feet for chairs","4175","0","0","0","0","4"
"HW-SYD-CLIP-U","Sydney Clip U","4174","0","0","0","0","1001"
"HW-SYD-CLIP-U","Sydney Clip U","4175","0","0","0","0","4"
"HW-SYD-CENARM-H","Sydney centre arm of sofa","4174","0","0","0","0","1001"
"HW-SYD-CENARM-H","Sydney centre arm of sofa","4175","0","0","0","0","4"
"HW-SYD-BKPAN-F","Sydney Back panel of chairs","4174","0","0","0","0","1001"
"HW-SYD-BKPAN-F","Sydney Back panel of chairs","4175","0","0","0","0","4"
"HW-STKBK-TAB-C","Stockholm Corner Lounge Black – Table Support Panel","","","","","",""
"HW-STKBK-TAB-B","Stockholm Corner Lounge Black – Table Legs","","","","","",""
"HW-STKBK-TAB-A","Stockholm Corner Lounge Black – Table Top","","","","","",""
"HW-STKBK-FIXINGS-PF","Stockholm Corner Lounge Black - Hardware Pack","4174","0","0","0","0","1"
"HW-STKBK-FIXINGS-PF","Stockholm Corner Lounge Black - Hardware Pack","4175","0","0","0","0","2"
"HW-STKBK-FEET-PF","Stockholm Corner Lounge Black - Feet","","","","","",""
"HW-STKBK-CUSH-BC","Stockholm Corner Lounge Black – Back Cushions","","","","","",""
"HW-STKBK-CUSH-3S","Stockholm Corner Lounge Black – 3 Seater Cushion","","","","","",""
"HW-STKBK-CUSH-2S","Stockholm Corner Lounge Black – 2 Seater Cushion","","","","","",""
"HW-STKBK-3S-C","Stockholm Corner Lounge Black – 3 Seater Back Panel","","","","","",""
"HW-STKBK-3S-B","Stockholm Corner Lounge Black – 3 Seater Seat Panel","","","","","",""
"HW-STKBK-3S-A","Stockholm Corner Lounge Black – 3 Seater Right Arm","","","","","",""
"HW-STKBK-2S-D","Stockholm Corner Lounge Black – 2 Seater Right Arm","","","","","",""
"HW-STKBK-2S-C","Stockholm Corner Lounge Black – 2 Seater Back Panel","","","","","",""
"HW-STKBK-2S-B","Stockholm Corner Lounge Black – 2 Seater Seat Panel","","","","","",""
"HW-STKBK-2S-A","Stockholm Corner Lounge Black – 2 Seater Left Arm","","","","","",""
"HW-STK-TAB-B","Stockholm Lounge – Table Legs","","","","","",""
"HW-STK-TAB-A","Stockholm Lounge – Table Top","","","","","",""
"HW-STK-TAB-3","Stockholm Lounge – Table Support Panel ","4174","0","0","0","0","1"
"HW-STK-TAB-3","Stockholm Lounge – Table Support Panel ","4175","0","0","0","0","2"
"HW-STK-FIXINGS-PF","Stockholm Lounge - Hardware Pack","4174","0","0","0","0","1"
"HW-STK-FIXINGS-PF","Stockholm Lounge - Hardware Pack","4175","0","0","0","0","2"
"HW-STK-FEET-PF","Stockholm Lounge - Feet","4174","0","0","0","0","1"
"HW-STK-FEET-PF","Stockholm Lounge - Feet","4175","0","0","0","0","2"
"HW-STK-CUSH-BC","Stockholm Lounge – Back Cushions","","","","","",""
"HW-STK-CUSH-3S","Stockholm Lounge – 3 Seater Cushion","","","","","",""
"HW-STK-CUSH-2S","Stockholm Lounge – 2 Seater Cushion","","","","","",""
"HW-STK-CLIPS-PF","Stockholm Lounge - Clips","","","","","",""
"HW-STK-3S-C","Stockholm Lounge – 3 Seater Back Panel","","","","","",""
"HW-STK-3S-B","Stockholm Lounge – 3 Seater Seat Panel","","","","","",""
"HW-STK-3S-A","Stockholm Lounge – 3 Seater Right Arm","","","","","",""
"HW-STK-2S-D","Stockholm Lounge – 2 Seater Right Arm","","","","","",""
"HW-STK-2S-C","Stockholm Lounge – 2 Seater Back Panel","","","","","",""
"HW-STK-2S-B","Stockholm Lounge – 2 Seater Seat Panel","","","","","",""
"HW-STK-2S-A","Stockholm Lounge – 2 Seater Left Arm","","","","","",""
"HW-STCKBLK-MYHOME3","Stockholm Corner Lounge Black (My Home) Box 3 of 3","4174","0","0","0","0","1001"
"HW-STCKBLK-MYHOME2","Stockholm Corner Lounge Black (My Home) Box 2 of 3","4174","0","0","0","0","1001"
"HW-STCKBLK-MYHOME1","Stockholm Corner Lounge Black (My Home) Box 1 of 3","4174","0","0","0","0","1001"
"HW-STCH-TABLE-23","Stockholm Chaise – Table Top","","","","","",""
"HW-STCH-TABLE-22","Stockholm Chaise – Table Lower Support Panel","","","","","",""
"HW-STCH-TABLE-21","Stockholm Chaise – Table Side Panels","","","","","",""
"HW-STCH-STCH-18","Stockholm Chaise – Armchair Seat Panel","","","","","",""
"HW-STCH-SOFA-9","Stockholm Chaise – Sofa Lower Front Panel","","","","","",""
"HW-STCH-SOFA-7","Stockholm Chaise – Sofa Back Panel","","","","","",""
"HW-STCH-SOFA-6","Stockholm Chaise – Chaise Lower Left Conjoining Panel","","","","","",""
"HW-STCH-SOFA-11","Stockholm Chaise - Sofa Seating Cushion","","","","","",""
"HW-STCH-SOFA-10","Stockholm Chaise – Sofa Seating Panel","","","","","",""
"HW-STCH-RARM-16","Stockholm Chaise – Armchair Right Arm","","","","","",""
"HW-STCH-RARM-1","Stockholm Chaise – Chaise Right Arm","","","","","",""
"HW-STCH-LARM-8","Stockholm Chaise – Sofa Left Arm","","","","","",""
"HW-STCH-LARM-15","Stockholm Chaise – Armchair Left Arm","","","","","",""
"HW-STCH-FPCH-17","Stockholm Chaise – Armchair Lower Front Panel","4174","0","0","0","0","1"
"HW-STCH-FPCH-17","Stockholm Chaise – Armchair Lower Front Panel","4175","0","0","0","0","2"
"HW-STCH-FIXINGS-PF","Stockholm Chaise - Hardware","4174","0","0","0","0","1"
"HW-STCH-FIXINGS-PF","Stockholm Chaise - Hardware","4175","0","0","0","0","2"
"HW-STCH-FEET-C","Stockholm Chaise - Feet","4174","0","0","0","0","1"
"HW-STCH-FEET-C","Stockholm Chaise - Feet","4175","0","0","0","0","2"
"HW-STCH-CUSH-20","Stockholm Chaise – Armchair Back Cushion","","","","","",""
"HW-STCH-CUSH-19","Stockholm Chaise – Armchair Seat Cushion","4174","0","0","0","0","1"
"HW-STCH-CUSH-19","Stockholm Chaise – Armchair Seat Cushion","4175","0","0","0","0","2"
"HW-STCH-CUSH-13","Stockholm Chaise – Chaise and Sofa Back Cushions","","","","","",""
"HW-STCH-CUSH-12","Stockholm Chaise – Chaise Seating Cushion","4175","0","0","0","0","2"
"HW-STCH-CUSH-12","Stockholm Chaise – Chaise Seating Cushion","4174","0","0","0","0","1"
"HW-STCH-CHAISE-5","Stockholm Chaise - Chaise Seating Panel","","","","","",""
"HW-STCH-CHAISE-4","Stockholm Chaise – Chaise Lower Front Panel","","","","","",""
"HW-STCH-CHAISE-3","Stockholm Chaise – Chaise Lower Left Panel","","","","","",""
"HW-STCH-CHAISE-2","Stockholm Chaise – Chaise Back Panel","","","","","",""
"HW-STCH-BKCH-14","Stockholm Chaise – Armchair Back Panel","","","","","",""
"HW-SEV-PARBASE","Seville Parasol Base","4175","0","0","0","0","4"
"HW-SANT-FSCG","Santorini Replacement Cushion Set Grey","4174","0","0","0","0","1001"
"HW-SANT-FSCB","Santorini Replacement Cushion Set Blue","4174","0","0","0","0","1001"
"HW-SANG-SD-E","Santorini Grey Side Cushion cover","","","","","",""
"HW-SANG-I","Santorini GREY SCREW IN FEET","4174","0","0","0","0","1001"
"HW-SANG-I","Santorini GREY SCREW IN FEET","4175","0","0","0","0","4"
"HW-SANG-H","Santorini Grey Side Cushion cover","4174","0","0","0","0","1001"
"HW-SANG-H","Santorini Grey Side Cushion cover","4175","0","0","0","0","4"
"HW-SANG-G","Santorini Grey Back Cushion cover","4174","0","0","0","0","1001"
"HW-SANG-G","Santorini Grey Back Cushion cover","4175","0","0","0","0","4"
"HW-SANG-F","Santorini Grey BASE Cushion cover","4174","0","0","0","0","1001"
"HW-SANG-F","Santorini Grey BASE Cushion cover","4175","0","0","0","0","4"
"HW-SANG-E","Santorini CLIPS GREY","4174","0","0","0","0","1001"
"HW-SANG-E","Santorini CLIPS GREY","4175","0","0","0","0","4"
"HW-SANG-D","Santorini Grey Coffee Table","4174","0","0","0","0","1001"
"HW-SANG-D","Santorini Grey Coffee Table","4175","0","0","0","0","4"
"HW-SANG-C","Santorini Ottoman (Grey)","4174","0","0","0","0","1001"
"HW-SANG-C","Santorini Ottoman (Grey)","4175","0","0","0","0","4"
"HW-SANG-B","Santorini 2-Seater Right Sofa (Grey)","4174","0","0","0","0","1001"
"HW-SANG-B","Santorini 2-Seater Right Sofa (Grey)","4175","0","0","0","0","4"
"HW-SANG-A","Santorini 2-Seater Left Sofa (Grey)","4174","0","0","0","0","1001"
"HW-SANG-A","Santorini 2-Seater Left Sofa (Grey)","4175","0","0","0","0","4"
"HW-SANB-I","Santorini BLUE SCREW IN FEET","4174","0","0","0","0","1001"
"HW-SANB-I","Santorini BLUE SCREW IN FEET","4175","0","0","0","0","4"
"HW-SANB-H","Santorini Blue Side Cushion Cover","4174","0","0","0","0","1001"
"HW-SANB-H","Santorini Blue Side Cushion Cover","4175","0","0","0","0","4"
"HW-SANB-G","Santorini Blue Back Cushion Cover","4174","0","0","0","0","1001"
"HW-SANB-G","Santorini Blue Back Cushion Cover","4175","0","0","0","0","4"
"HW-SANB-F","Santorini Blue BASE Cushion Cover","4174","0","0","0","0","1001"
"HW-SANB-F","Santorini Blue BASE Cushion Cover","4175","0","0","0","0","4"
"HW-SANB-E","Santorini CLIPS BLUE","4174","0","0","0","0","1001"
"HW-SANB-E","Santorini CLIPS BLUE","4175","0","0","0","0","4"
"HW-SANB-D","Santorini Blue Coffee Table","4174","0","0","0","0","1001"
"HW-SANB-D","Santorini Blue Coffee Table","4175","0","0","0","0","4"
"HW-SANB-C","Santorini Ottoman (Blue)","4174","0","0","0","0","1001"
"HW-SANB-C","Santorini Ottoman (Blue)","4175","0","0","0","0","4"
"HW-SANB-B","Santorini 2-Seater Right Sofa Blue","4174","0","0","0","0","1001"
"HW-SANB-B","Santorini 2-Seater Right Sofa Blue","4175","0","0","0","0","4"
"HW-SANB-A","Santorini Blue 2-Seater Left Sofa","4174","0","0","0","0","1001"
"HW-SANB-A","Santorini Blue 2-Seater Left Sofa","4175","0","0","0","0","4"
"HW-ROMA-CUSHION-PF","Romana cushion","4174","0","0","0","0","1001"
"HW-ROMA-CUSHION-PF","Romana cushion","4175","0","0","0","0","4"
"HW-REP-PAY","Replacement Item Payment Code","4174","0","0","0","0","1001"
"HW-REP-PAY","Replacement Item Payment Code","4175","0","0","0","0","4"
"HW-PORTSEA-CHAIR","HW-PORTSEA-CHAIR","4174","0","0","0","0","1001"
"HW-PORTSEA-CHAIR","HW-PORTSEA-CHAIR","4175","0","0","0","0","4"
"HW-PORTSEA-ARMCHAIR","HW-PORTSEA-ARMCHAIR","4174","0","0","0","0","1001"
"HW-PORTSEA-ARMCHAIR","HW-PORTSEA-ARMCHAIR","4175","0","0","0","0","4"
"HW-POD-TABLEWITHSUCKERS","HW-POD-TABLEWITHSUCKERS","4174","0","0","0","0","1001"
"HW-POD-TABLEWITHSUCKERS","HW-POD-TABLEWITHSUCKERS","4175","0","0","0","0","4"
"HW-POD-GLASSTOP","HW-POD-GLASSTOP","4174","0","0","0","0","1001"
"HW-POD-GLASSTOP","HW-POD-GLASSTOP","4175","0","0","0","0","4"
"HW-PARSONS-TABLE","HW-PARSONS-TABLE","4174","0","0","0","0","1001"
"HW-PARSONS-TABLE","HW-PARSONS-TABLE","4175","0","0","0","0","4"
"HW-PARSONS-PICNIC","HW-PARSONS-PICNIC","4174","0","0","0","0","1001"
"HW-PARSONS-PICNIC","HW-PARSONS-PICNIC","4175","0","0","0","0","4"
"HW-PARSONS-CHAIR","HW-PARSONS-CHAIR","4174","0","0","0","0","1001"
"HW-PARSONS-CHAIR","HW-PARSONS-CHAIR","4175","0","0","0","0","4"
"HW-PARSONS-C-TABLE","HW-PARSONS-C-TABLE","4174","0","0","0","0","1001"
"HW-PARSONS-C-TABLE","HW-PARSONS-C-TABLE","4175","0","0","0","0","4"
"HW-PARSONS-AC","HW-PARSONS-AC","4174","0","0","0","0","1001"
"HW-PARSONS-AC","HW-PARSONS-AC","4175","0","0","0","0","4"
"HW-PARSONS-3S","HW-PARSONS-3S","4174","0","0","0","0","1001"
"HW-PARSONS-3S","HW-PARSONS-3S","4175","0","0","0","0","4"
"HW-PARS-HARDWARE-PF","Parsons chair screw pack","4174","0","0","0","0","1001"
"HW-PARS-HARDWARE-PF","Parsons chair screw pack","4175","0","0","0","0","4"
"HW-PALM-TB-D","HW-PALM-TB-D","4174","0","0","0","0","1001"
"HW-PALM-TB-D","HW-PALM-TB-D","4175","0","0","0","0","4"
"HW-PALM-TB-C","Palma the legs of table (2 Pieces)","4174","0","0","0","0","1001"
"HW-PALM-TB-C","Palma the legs of table (2 Pieces)","4175","0","0","0","0","4"
"HW-PALM-TB-B","Palma glass","4174","0","0","0","0","1001"
"HW-PALM-TB-B","Palma glass","4175","0","0","0","0","4"
"HW-PALM-TB-A","HW-PALM-TB-A","4174","0","0","0","0","1001"
"HW-PALM-TB-A","HW-PALM-TB-A","4175","0","0","0","0","4"
"HW-PALM-ST-D","Palma cushion for short stool","4174","0","0","0","0","1001"
"HW-PALM-ST-D","Palma cushion for short stool","4175","0","0","0","0","4"
"HW-PALM-ST-C","Palma top for short stool","4174","0","0","0","0","1001"
"HW-PALM-ST-C","Palma top for short stool","4175","0","0","0","0","4"
"HW-PALM-ST-B","Palma the side for short stool (4 Pieces)","4174","0","0","0","0","1001"
"HW-PALM-ST-B","Palma the side for short stool (4 Pieces)","4175","0","0","0","0","4"
"HW-PALM-ST-A","Palma the side for short stool with pin","4174","0","0","0","0","1001"
"HW-PALM-ST-A","Palma the side for short stool with pin","4175","0","0","0","0","4"
"HW-PALM-OT-D","Palma cushion for long stool","4174","0","0","0","0","1001"
"HW-PALM-OT-D","Palma cushion for long stool","4175","0","0","0","0","4"
"HW-PALM-OT-C","Palma top for long stool","4174","0","0","0","0","1001"
"HW-PALM-OT-C","Palma top for long stool","4175","0","0","0","0","4"
"HW-PALM-OT-B","HW-PALM-OT-B","4174","0","0","0","0","1001"
"HW-PALM-OT-B","HW-PALM-OT-B","4175","0","0","0","0","4"
"HW-PALM-OT-A","HW-PALM-OT-A","4174","0","0","0","0","1001"
"HW-PALM-OT-A","HW-PALM-OT-A","4175","0","0","0","0","4"
"HW-PALM-FIXINGS-PF","Palma fittings","4174","0","0","0","0","1001"
"HW-PALM-FIXINGS-PF","Palma fittings","4175","0","0","0","0","4"
"HW-PALM-FEET-PF","Palma (Faro) Screw In Feet","4174","0","0","0","0","1001"
"HW-PALM-FEET-PF","Palma (Faro) Screw In Feet","4175","0","0","0","0","4"
"HW-PALM-CUSH","HW-PALM-CUSH","4174","0","0","0","0","1001"
"HW-PALM-CUSH","HW-PALM-CUSH","4175","0","0","0","0","4"
"HW-PALM-BCC-PF","Palma Beige cushion covers","4174","0","0","0","0","1001"
"HW-PALM-BCC-PF","Palma Beige cushion covers","4175","0","0","0","0","4"
"HW-PALM-3S-F-PF","HW-PALM-3S-F-PF","4174","0","0","0","0","1001"
"HW-PALM-3S-F-PF","HW-PALM-3S-F-PF","4175","0","0","0","0","4"
"HW-PALM-3S-E-PF","HW-PALM-3S-E-PF","4174","0","0","0","0","1001"
"HW-PALM-3S-E-PF","HW-PALM-3S-E-PF","4175","0","0","0","0","4"
"HW-PALM-3S-D","Palma seatrest for 3-seater bench","4174","0","0","0","0","1001"
"HW-PALM-3S-D","Palma seatrest for 3-seater bench","4175","0","0","0","0","4"
"HW-PALM-3S-C","Palma armrest for 3-seater bench","4174","0","0","0","0","1001"
"HW-PALM-3S-C","Palma armrest for 3-seater bench","4175","0","0","0","0","4"
"HW-PALM-3S-B","HW-PALM-3S-B","4174","0","0","0","0","1001"
"HW-PALM-3S-B","HW-PALM-3S-B","4175","0","0","0","0","4"
"HW-PALM-3S-A","HW-PALM-3S-A","4174","0","0","0","0","1001"
"HW-PALM-3S-A","HW-PALM-3S-A","4175","0","0","0","0","4"
"HW-PALM-2S-E-PF","Palma Back cushion for 2 seat sofa","4174","0","0","0","0","1001"
"HW-PALM-2S-E-PF","Palma Back cushion for 2 seat sofa","4175","0","0","0","0","4"
"HW-PALM-2S-D-PF","HW-PALM-2S-D-PF","4174","0","0","0","0","1001"
"HW-PALM-2S-D-PF","HW-PALM-2S-D-PF","4175","0","0","0","0","4"
"HW-PALM-2S-C","Palma seat for 2-seater bench","4174","0","0","0","0","1001"
"HW-PALM-2S-C","Palma seat for 2-seater bench","4175","0","0","0","0","4"
